2019-04-23,6
2019-04-24,4
2019-04-25,7
2019-04-26,9
2019-04-27,1
2019-04-28,3
2019-04-29,7
2019-04-30,6
2019-05-01,1
2019-05-02,1
2019-05-03,3
2019-05-04,4
2019-05-05,8
2019-05-06,3
2019-05-07,9
2019-05-08,5
2019-05-09,1
2019-05-10,3
2019-05-11,1
2019-05-12,0
2019-05-13,8
2019-05-14,0
2019-05-15,3
2019-05-16,0
2019-05-17,6
2019-05-18,5
2019-05-19,1
2019-05-20,3
2019-05-21,5
2019-05-22,1
2019-05-23,2
2019-05-24,5
2019-05-25,6
2019-05-26,1
2019-05-27,0
2019-05-28,1
2019-05-29,4
2019-05-30,4
2019-05-31,1
2019-06-01,9
2019-06-02,6
2019-06-03,1
2019-06-04,9
2019-06-05,4
2019-06-06,1
2019-06-07,1
2019-06-08,7
2019-06-09,2
2019-06-10,9
2019-06-11,8
2019-06-12,8
2019-06-13,6
2019-06-14,8
2019-06-15,4
2019-06-16,2
2019-06-17,8
2019-06-18,0
2019-06-19,3
2019-06-20,0
2019-06-21,7
2019-06-22,1
2019-06-23,5
2019-06-24,4
2019-06-25,2
2019-06-26,2
2019-06-27,0
2019-06-28,7
2019-06-29,7
2019-06-30,2
2019-07-01,9
2019-07-02,7
2019-07-03,4
2019-07-04,7
2019-07-05,7
2019-07-06,0
2019-07-07,8
2019-07-08,0
2019-07-09,0
2019-07-10,4
2019-07-11,8
2019-07-12,1
2019-07-13,3
2019-07-14,5
2019-07-15,6
2019-07-16,4
2019-07-17,2
2019-07-18,4
2019-07-19,7
2019-07-20,2
2019-07-21,7
2019-07-22,6
2019-07-23,4
2019-07-24,9
2019-07-25,3
2019-07-26,7
2019-07-27,6
2019-07-28,1
2019-07-29,5
2019-07-30,4
2019-07-31,9
2019-08-01,3
2019-08-02,0
2019-08-03,2
2019-08-04,3
2019-08-05,4
2019-08-06,7
2019-08-07,4
2019-08-08,1
2019-08-09,5
2019-08-10,9
2019-08-11,3
2019-08-12,1
2019-08-13,6
2019-08-14,6
2019-08-15,9
2019-08-16,8
2019-08-17,8
2019-08-18,3
2019-08-19,0
2019-08-20,9
2019-08-21,4
2019-08-22,1
2019-08-23,2
2019-08-24,2
2019-08-25,9
2019-08-26,0
2019-08-27,7
2019-08-28,8
2019-08-29,1
2019-08-30,7
2019-08-31,5
2019-09-01,5
2019-09-02,5
2019-09-03,3
2019-09-04,7
2019-09-05,3
2019-09-06,0
2019-09-07,1
2019-09-08,2
2019-09-09,8
2019-09-10,2
2019-09-11,4
2019-09-12,5
2019-09-13,3
2019-09-14,3
2019-09-15,4
2019-09-16,5
2019-09-17,7
2019-09-18,5
2019-09-19,5
2019-09-20,9
2019-09-21,9
2019-09-22,1
2019-09-23,0
2019-09-24,2
2019-09-25,8
2019-09-26,7
2019-09-27,1
2019-09-28,8
2019-09-29,5
2019-09-30,2
2019-10-01,8
2019-10-02,5
2019-10-03,6
2019-10-04,3
2019-10-05,5
2019-10-06,2
2019-10-07,8
2019-10-08,7
2019-10-09,6
2019-10-10,1
2019-10-11,5
2019-10-12,0
2019-10-13,2
2019-10-14,5
2019-10-15,7
2019-10-16,4
2019-10-17,3
2019-10-18,7
2019-10-19,0
2019-10-20,1
2019-10-21,8
2019-10-22,8
2019-10-23,5
2019-10-24,2
2019-10-25,7
2019-10-26,9
2019-10-27,8
2019-10-28,6
2019-10-29,9
2019-10-30,3
2019-10-31,4
2019-11-01,4
2019-11-02,9
2019-11-03,9
2019-11-04,4
2019-11-05,9
2019-11-06,1
2019-11-07,7
2019-11-08,4
2019-11-09,8
2019-11-10,3
2019-11-11,1
2019-11-12,4
2019-11-13,7
2019-11-14,7
2019-11-15,0
2019-11-16,3
2019-11-17,6
2019-11-18,5
2019-11-19,6
2019-11-20,9
2019-11-21,5
2019-11-22,4
2019-11-23,1
2019-11-24,8
2019-11-25,8
2019-11-26,9
2019-11-27,9
2019-11-28,1
2019-11-29,7
2019-11-30,0
2019-12-01,5
2019-12-02,0
2019-12-03,3
2019-12-04,0
2019-12-05,7
2019-12-06,0
2019-12-07,8
2019-12-08,0
2019-12-09,4
2019-12-10,4
2019-12-11,9
2019-12-12,1
2019-12-13,7
2019-12-14,2
2019-12-15,8
2019-12-16,8
2019-12-17,0
2019-12-18,2
2019-12-19,1
2019-12-20,8
2019-12-21,1
2019-12-22,6
2019-12-23,1
2019-12-24,3
2019-12-25,9
2019-12-26,8
2019-12-27,0
2019-12-28,3
2019-12-29,4
2019-12-30,6
2019-12-31,0
2020-01-01,6
2020-01-02,9
2020-01-03,2
2020-01-04,9
2020-01-05,3
2020-01-06,7
2020-01-07,0
2020-01-08,9
2020-01-09,4
2020-01-10,6
2020-01-11,1
2020-01-12,9
2020-01-13,5
2020-01-14,6
2020-01-15,4
2020-01-16,3
2020-01-17,5
2020-01-18,5
2020-01-19,8
2020-01-20,8
2020-01-21,6
2020-01-22,4
2020-01-23,1
2020-01-24,7
2020-01-25,2
2020-01-26,9
2020-01-27,4
2020-01-28,8
2020-01-29,6
2020-01-30,6
2020-01-31,6
2020-02-01,5
2020-02-02,0
2020-02-03,0
2020-02-04,1
2020-02-05,7
2020-02-06,4
2020-02-07,9
2020-02-08,4
2020-02-09,8
2020-02-10,2
2020-02-11,6
2020-02-12,8
2020-02-13,0
2020-02-14,2
2020-02-15,7
2020-02-16,3
2020-02-17,7
2020-02-18,0
2020-02-19,8
2020-02-20,4
2020-02-21,1
2020-02-22,2
2020-02-23,9
2020-02-24,2
2020-02-25,9
2020-02-26,7
2020-02-27,3
2020-02-28,0
2020-02-29,9
2020-03-01,1
2020-03-02,7
2020-03-03,4
2020-03-04,5
2020-03-05,4
2020-03-06,6
2020-03-07,5
2020-03-08,1
2020-03-09,1
2020-03-10,6
2020-03-11,7
2020-03-12,9
2020-03-13,9
2020-03-14,8
2020-03-15,8
2020-03-16,7
2020-03-17,6
2020-03-18,9
2020-03-19,4
2020-03-20,5
2020-03-21,7
2020-03-22,7
2020-03-23,3
2020-03-24,5
2020-03-25,1
2020-03-26,4
2020-03-27,9
2020-03-28,0
2020-03-29,2
2020-03-30,1
2020-03-31,7
2020-04-01,0
2020-04-02,8
2020-04-03,6
2020-04-04,6
2020-04-05,0
2020-04-06,9
2020-04-07,9
2020-04-08,9
2020-04-09,7
2020-04-10,8
2020-04-11,8
2020-04-12,0
2020-04-13,6
2020-04-14,0
2020-04-15,3
2020-04-16,7
2020-04-17,1
2020-04-18,6
2020-04-19,7
2020-04-20,9
2020-04-21,5
2020-04-22,3
2020-04-23,1
2020-04-24,7
2020-04-25,8
2020-04-26,2
2020-04-27,1
2020-04-28,0
2020-04-29,9
2020-04-30,1
2020-05-01,0
2020-05-02,3
2020-05-03,3
2020-05-04,7
2020-05-05,7
2020-05-06,4
2020-05-07,0
2020-05-08,8
2020-05-09,3
2020-05-10,4
2020-05-11,4
2020-05-12,8
2020-05-13,1
2020-05-14,7
2020-05-15,4
2020-05-16,7
2020-05-17,9
2020-05-18,3
2020-05-19,9
2020-05-20,1
2020-05-21,2
2020-05-22,0
2020-05-23,2
2020-05-24,9
2020-05-25,9
2020-05-26,1
2020-05-27,2
2020-05-28,7
2020-05-29,9
2020-05-30,3
2020-05-31,2
2020-06-01,3
2020-06-02,6
2020-06-03,5
2020-06-04,6
2020-06-05,7
2020-06-06,4
2020-06-07,0
2020-06-08,6
2020-06-09,7
2020-06-10,1
2020-06-11,0
2020-06-12,9
2020-06-13,1
2020-06-14,2
2020-06-15,7
2020-06-16,5
2020-06-17,6
2020-06-18,5
2020-06-19,0
2020-06-20,1
2020-06-21,7
2020-06-22,2
2020-06-23,7
2020-06-24,5
2020-06-25,5
2020-06-26,1
2020-06-27,8
2020-06-28,2
2020-06-29,1
2020-06-30,5
2020-07-01,1
2020-07-02,9
2020-07-03,7
2020-07-04,3
2020-07-05,0
2020-07-06,6
2020-07-07,9
2020-07-08,9
2020-07-09,4
2020-07-10,1
2020-07-11,3
2020-07-12,4
2020-07-13,5
2020-07-14,1
2020-07-15,3
2020-07-16,4
2020-07-17,7
2020-07-18,3
2020-07-19,9
2020-07-20,0
2020-07-21,9
2020-07-22,8
2020-07-23,4
2020-07-24,0
2020-07-25,3
2020-07-26,1
2020-07-27,5
2020-07-28,1
2020-07-29,2
2020-07-30,3
2020-07-31,9
2020-08-01,4
2020-08-02,5
2020-08-03,1
2020-08-04,0
2020-08-05,6
2020-08-06,4
2020-08-07,8
2020-08-08,9
2020-08-09,5
2020-08-10,4
2020-08-11,1
2020-08-12,1
2020-08-13,7
2020-08-14,2
2020-08-15,1
2020-08-16,7
2020-08-17,8
2020-08-18,8
2020-08-19,6
2020-08-20,2
2020-08-21,0
2020-08-22,9
2020-08-23,1
2020-08-24,9
2020-08-25,6
2020-08-26,2
2020-08-27,0
2020-08-28,3
2020-08-29,5
2020-08-30,1
2020-08-31,4
2020-09-01,9
2020-09-02,8
2020-09-03,8
2020-09-04,0
2020-09-05,5
2020-09-06,1
2020-09-07,8
2020-09-08,2
2020-09-09,2
2020-09-10,6
2020-09-11,9
2020-09-12,5
2020-09-13,7
2020-09-14,1
2020-09-15,6
2020-09-16,6
2020-09-17,0
2020-09-18,2
2020-09-19,3
2020-09-20,9
2020-09-21,9
2020-09-22,9
2020-09-23,3
2020-09-24,9
2020-09-25,5
2020-09-26,6
2020-09-27,2
2020-09-28,3
2020-09-29,5
2020-09-30,0
2020-10-01,0
2020-10-02,8
2020-10-03,4
2020-10-04,0
2020-10-05,0
2020-10-06,4
2020-10-07,1
2020-10-08,4
2020-10-09,7
2020-10-10,3
2020-10-11,3
2020-10-12,6
2020-10-13,1
2020-10-14,1
2020-10-15,9
2020-10-16,2
2020-10-17,9
2020-10-18,0
2020-10-19,0
2020-10-20,0
2020-10-21,7
2020-10-22,3
2020-10-23,8
2020-10-24,9
2020-10-25,7
2020-10-26,6
2020-10-27,0
2020-10-28,9
2020-10-29,7
2020-10-30,6
2020-10-31,7
2020-11-01,2
2020-11-02,5
2020-11-03,1
2020-11-04,2
2020-11-05,7
2020-11-06,5
2020-11-07,4
2020-11-08,0
2020-11-09,2
2020-11-10,6
2020-11-11,4
2020-11-12,7
2020-11-13,3
2020-11-14,2
2020-11-15,1
2020-11-16,3
2020-11-17,9
2020-11-18,7
2020-11-19,3
2020-11-20,0
2020-11-21,5
2020-11-22,6
2020-11-23,7
2020-11-24,7
2020-11-25,0
2020-11-26,5
2020-11-27,5
2020-11-28,7
2020-11-29,7
2020-11-30,0
2020-12-01,9
2020-12-02,7
2020-12-03,5
2020-12-04,5
2020-12-05,3
2020-12-06,5
2020-12-07,1
2020-12-08,6
2020-12-09,8
2020-12-10,9
2020-12-11,6
2020-12-12,7
2020-12-13,9
2020-12-14,2
2020-12-15,4
2020-12-16,7
2020-12-17,8
2020-12-18,6
2020-12-19,9
2020-12-20,3
2020-12-21,9
2020-12-22,0
2020-12-23,0
2020-12-24,1
2020-12-25,7
2020-12-26,0
2020-12-27,9
2020-12-28,5
2020-12-29,2
2020-12-30,7
2020-12-31,8
2021-01-01,1
2021-01-02,9
2021-01-03,0
2021-01-04,0
2021-01-05,2
2021-01-06,3
2021-01-07,8
2021-01-08,8
2021-01-09,5
2021-01-10,4
2021-01-11,8
2021-01-12,2
2021-01-13,1
2021-01-14,7
2021-01-15,2
2021-01-16,1
2021-01-17,5
2021-01-18,1
2021-01-19,2
2021-01-20,6
2021-01-21,5
2021-01-22,8
2021-01-23,8
2021-01-24,7
2021-01-25,7
2021-01-26,3
2021-01-27,5
2021-01-28,6
2021-01-29,6
2021-01-30,5
2021-01-31,3
2021-02-01,6
2021-02-02,1
2021-02-03,7
2021-02-04,9
2021-02-05,8
2021-02-06,3
2021-02-07,7
2021-02-08,7
2021-02-09,1
2021-02-10,4
2021-02-11,6
2021-02-12,7
2021-02-13,6
2021-02-14,6
2021-02-15,7
2021-02-16,6
2021-02-17,4
2021-02-18,0
2021-02-19,9
2021-02-20,4
2021-02-21,7
2021-02-22,4
2021-02-23,0
2021-02-24,1
2021-02-25,0
2021-02-26,6
2021-02-27,1
2021-02-28,8
2021-03-01,0
2021-03-02,6
2021-03-03,8
2021-03-04,4
2021-03-05,7
2021-03-06,4
2021-03-07,4
2021-03-08,2
2021-03-09,5
2021-03-10,4
2021-03-11,7
2021-03-12,4
2021-03-13,8
2021-03-14,4
2021-03-15,1
2021-03-16,9
2021-03-17,4
2021-03-18,9
2021-03-19,4
2021-03-20,3
2021-03-21,7
2021-03-22,8
2021-03-23,9
2021-03-24,8
2021-03-25,3
2021-03-26,2
2021-03-27,6
2021-03-28,6
2021-03-29,1
2021-03-30,9
2021-03-31,5
2021-04-01,3
2021-04-02,1
2021-04-03,5
2021-04-04,8
2021-04-05,1
2021-04-06,6
2021-04-07,5
2021-04-08,3
2021-04-09,8
2021-04-10,3
2021-04-11,4
2021-04-12,3
2021-04-13,5
2021-04-14,8
2021-04-15,1
2021-04-16,5
2021-04-17,8
2021-04-18,5
2021-04-19,9
2021-04-20,3
2021-04-21,6
2021-04-22,5
2021-04-23,5
2021-04-24,1
2021-04-25,9
2021-04-26,3
2021-04-27,1
2021-04-28,0
2021-04-29,5
2021-04-30,5
2021-05-01,6
2021-05-02,8
2021-05-03,1
2021-05-04,3
2021-05-05,8
2021-05-06,3
2021-05-07,8
2021-05-08,3
2021-05-09,3
2021-05-10,6
2021-05-11,7
2021-05-12,2
2021-05-13,2
2021-05-14,5
2021-05-15,3
2021-05-16,3
2021-05-17,4
2021-05-18,3
2021-05-19,4
2021-05-20,1
2021-05-21,6
2021-05-22,7
2021-05-23,9
2021-05-24,3
2021-05-25,6
2021-05-26,2
2021-05-27,3
2021-05-28,7
2021-05-29,6
2021-05-30,0
2021-05-31,4
2021-06-01,5
2021-06-02,6
2021-06-03,3
2021-06-04,3
2021-06-05,1
2021-06-06,2
2021-06-07,6
2021-06-08,0
2021-06-09,6
2021-06-10,2
2021-06-11,1
2021-06-12,5
2021-06-13,2
2021-06-14,5
2021-06-15,3
2021-06-16,5
2021-06-17,9
2021-06-18,9
2021-06-19,9
2021-06-20,2
2021-06-21,3
2021-06-22,1
2021-06-23,0
2021-06-24,5
2021-06-25,2
2021-06-26,3
2021-06-27,4
2021-06-28,3
2021-06-29,6
2021-06-30,4
2021-07-01,3
2021-07-02,9
2021-07-03,3
2021-07-04,5
2021-07-05,8
2021-07-06,9
2021-07-07,0
2021-07-08,2
2021-07-09,3
2021-07-10,4
2021-07-11,1
2021-07-12,6
2021-07-13,8
2021-07-14,6
2021-07-15,5
2021-07-16,0
2021-07-17,2
2021-07-18,7
2021-07-19,3
2021-07-20,8
2021-07-21,5
2021-07-22,5
2021-07-23,6
2021-07-24,9
2021-07-25,7
2021-07-26,8
2021-07-27,1
2021-07-28,1
2021-07-29,9
2021-07-30,4
2021-07-31,3
2021-08-01,5
2021-08-02,5
2021-08-03,8
2021-08-04,5
2021-08-05,9
2021-08-06,9
2021-08-07,0
2021-08-08,5
2021-08-09,6
2021-08-10,5
2021-08-11,4
2021-08-12,3
2021-08-13,1
2021-08-14,0
2021-08-15,8
2021-08-16,8
2021-08-17,6
2021-08-18,6
2021-08-19,0
2021-08-20,9
2021-08-21,1
2021-08-22,8
2021-08-23,2
2021-08-24,7
2021-08-25,3
2021-08-26,3
2021-08-27,5
2021-08-28,0
2021-08-29,1
2021-08-30,9
2021-08-31,6
2021-09-01,0
2021-09-02,7
2021-09-03,3
2021-09-04,1
2021-09-05,7
2021-09-06,8
2021-09-07,8
2021-09-08,9
2021-09-09,8
2021-09-10,1
2021-09-11,3
2021-09-12,4
2021-09-13,0
2021-09-14,0
2021-09-15,1
2021-09-16,6
2021-09-17,6
2021-09-18,6
2021-09-19,6
2021-09-20,2
2021-09-21,2
2021-09-22,8
2021-09-23,5
2021-09-24,5
2021-09-25,0
2021-09-26,5
2021-09-27,2
2021-09-28,6
2021-09-29,4
2021-09-30,1
2021-10-01,5
2021-10-02,1
2021-10-03,2
2021-10-04,1
2021-10-05,4
2021-10-06,5
2021-10-07,0
2021-10-08,9
2021-10-09,3
2021-10-10,0
2021-10-11,2
2021-10-12,2
2021-10-13,1
2021-10-14,5
2021-10-15,0
2021-10-16,0
2021-10-17,2
2021-10-18,0
2021-10-19,9
2021-10-20,6
2021-10-21,1
2021-10-22,6
2021-10-23,5
2021-10-24,4
2021-10-25,1
2021-10-26,5
2021-10-27,9
2021-10-28,5
2021-10-29,2
2021-10-30,2
